"PatternId_decimal",description,"killchain_stage",name,objective,scenario,scenarioFriendly,severity,"show_in_ui",tactic,technique
10205,"A process appears to have initiated self deletion. Malware might be removing artifacts to make it more difficult to detect. Investigate the process tree.",Unknown,SelfDeletion,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","File Deletion"
10204,"A process loaded a module associated with known malware. Malware might have hijacked a benign process and loaded the malicious module to evade detection. Review the DLLs the process loaded.",Unknown,LoadedMaliciousModule,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","DLL Side-Loading"
10207,"VMware launched an unexpected child process. This might be malware hijacking vmware to evade detection. Investigate the process tree.",Unknown,VmwareUnexpectChild,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10206,"Mstsc launched with unusual arguments. Malware might be preparing to hollow out the process or abusing it to launch a malicious payload. It occasionally results from applications misusing mstsc. Review the command line and the process tree.",Unknown,MstscUnusualArgs,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10208,"A file launched from a location previously associated with known malware, and its process exhibited suspicious behavior. Review the file.",Unknown,MalwareLocation,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10209,"Svchost launched with unusual arguments. This occasionally results from applications misusing svchost, but might be malware preparing to hollow out the process or abusing it to launch a malicious payload. Investigate the process tree.",Unknown,SvchostUnusualArgs,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10211,"Microsoft Word used a remote procedure call (RPC) to launch Windows Management Instrumentation (WMI). This might be a malicious macro using RPC to evade detection by launching malicious activity under a process other then Microsoft Word. Review any documents opened in Word around the detect time and investigate the WMI process tree.",Unknown,WordRpcWmi,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10210,"Mshta launched an HTML executable file (HTA) that triggered an unusual PowerShell process. Some adversaries use HTA files to launch malicious payloads. Investigate the process tree and review the HTA file.",Unknown,MshtaHTAPShell,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10212,"Microsoft Word used a remote procedure call (RPC) to launch MSHTA. This might be a malicious macro using RPC to evade detection by launching malicious activity under a process other then Microsoft Word. Review any documents opened in Word around the detect time and investigate the WMI process tree.",Unknown,WordRpcMshta,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10215,"A process appears to be masquerading as a system process by using the same or a similar name to existing system files. Review the executable.",Unknown,CloseToSysFile,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion",Masquerading
10214,"A Java application copied a file to an unusual location. This might be a Java-based remote administration tool (RAT) moving components for later use. Investigate the process initiating the file copy.",Unknown,JavaCpUnusualLoc,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion",Masquerading
10213,"A browser appears to be mining cryptocurrency. Investigate the process tree.",Unknown,BrowserCryptoMining,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10217,"Svchost launched from an unusual location. If this is unexpected, investigate the parent process and the file.",Unknown,SvchostUnusualLoc,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion",Masquerading
10216,"Java launched a file with two extensions, where one of the extensions is intended to disguise the file as a document. Investigate the process tree.",Unknown,JavaUnusualExt,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion",Masquerading
10218,"Spoolsv launched from an unusual location. If this is unexpected, investigate the parent process and the file.",Unknown,SpoolsvUnusualLoc,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion",Masquerading
10219,"A process launched with a filename that's similar to a benign system filename. This might be to masquerade malware. Review the file.",Unknown,MasqueradeSysFile,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion",Masquerading
10220,"Mshta attempted to launch a likely malicious payload from a remote path. Review the command line.",Unknown,MshtaRemotePath,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion",Mshta
10221,"A suspicious script appears to be using obfuscation to evade detection. Obfuscated scripts are often associated with malicious activity. Review the script.",Unknown,ObfScript,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion",Scripting
10222,"A script launched from a suspicious directory with an unusual file name. These scripts are often associated with adware, but can be part of more serious malicious activity. Review the script.",Unknown,ScriptSuspDirFile,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion",Scripting
10223,"An autoit script appears to be launching a malicious payload. Some remote administration tools (RAT) evade detection using autoit. Review the script.",Unknown,AutoItMalware,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion",Scripting
10224,"A script launched with an unusual file extension. Often this is related to malware attempting to evade detection. Review the script.",Unknown,ScriptUnusualExt,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion",Scripting
10225,"An obfuscated command line attempted to launch an unusual script. Obfuscation is often used to evade detection. Review the script.",Unknown,ObfCmdToUnusualScript,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion",Scripting
10226,"Msiexec launched with unusual arguments. It occasionally results from applications misusing msiexec, but might be malware preparing to hollow out the process or abusing it to launch a malicious payload. Review the command line and the process tree.",Unknown,MsiexecUnusualArgs,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Hollowing"
10227,"This is a no-action alert and isn't malicious. If you see this detection, please contact support@crowdstrike.com.",Unknown,EvadeDetectionNoAction,"Keep Access","evade_detection","Evade Detection",70,False,"Defense Evasion","Process Hollowing"
10228,"A service host process launched suspended under an unusual parent. This might indicate a malicious process preparing to inject into svchost for a malicious purpose. Investigate the process tree.",Unknown,SvchostUnexpectedParent,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Hollowing"
10229,"A process unexpectedly launched a suspended explorer process. Malware might be preparing to hollow out explorer or abusing it to launch a malicious payload. Investigate the source of the suspended explorer process.",Unknown,ProcToSuspExplorer,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Hollowing"
10230,"A system process unexpectedly launched a child process. This might be malware hijacking a benign process to evade detection. Investigate the parent process and look for process injections.",Unknown,SysProcToUnexpected,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10231,"Lsass launched a child process. If this child process is unexpected, it might indicate malware hijacked lsass to evade detection or dump credentials. Investigate the process tree.",Unknown,LsassToChild,"Keep Access","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
